Label (Grouping),United States!!Estimate,United States!!Margin of Error,United States!!Percent,United States!!Percent Margin of Error,Georgia!!Estimate,Georgia!!Margin of Error,Georgia!!Percent,Georgia!!Percent Margin of Error,"Barrow County, Georgia!!Estimate","Barrow County, Georgia!!Margin of Error","Barrow County, Georgia!!Percent","Barrow County, Georgia!!Percent Margin of Error","Bartow County, Georgia!!Estimate","Bartow County, Georgia!!Margin of Error","Bartow County, Georgia!!Percent","Bartow County, Georgia!!Percent Margin of Error","Bibb County, Georgia!!Estimate","Bibb County, Georgia!!Margin of Error","Bibb County, Georgia!!Percent","Bibb County, Georgia!!Percent Margin of Error","Bulloch County, Georgia!!Estimate","Bulloch County, Georgia!!Margin of Error","Bulloch County, Georgia!!Percent","Bulloch County, Georgia!!Percent Margin of Error","Carroll County, Georgia!!Estimate","Carroll County, Georgia!!Margin of Error","Carroll County, Georgia!!Percent","Carroll County, Georgia!!Percent Margin of Error","Catoosa County, Georgia!!Estimate","Catoosa County, Georgia!!Margin of Error","Catoosa County, Georgia!!Percent","Catoosa County, Georgia!!Percent Margin of Error","Chatham County, Georgia!!Estimate","Chatham County, Georgia!!Margin of Error","Chatham County, Georgia!!Percent","Chatham County, Georgia!!Percent Margin of Error","Cherokee County, Georgia!!Estimate","Cherokee County, Georgia!!Margin of Error","Cherokee County, Georgia!!Percent","Cherokee County, Georgia!!Percent Margin of Error","Clarke County, Georgia!!Estimate","Clarke County, Georgia!!Margin of Error","Clarke County, Georgia!!Percent","Clarke County, Georgia!!Percent Margin of Error","Clayton County, Georgia!!Estimate","Clayton County, Georgia!!Margin of Error","Clayton County, Georgia!!Percent","Clayton County, Georgia!!Percent Margin of Error","Cobb County, Georgia!!Estimate","Cobb County, Georgia!!Margin of Error","Cobb County, Georgia!!Percent","Cobb County, Georgia!!Percent Margin of Error","Columbia County, Georgia!!Estimate","Columbia County, Georgia!!Margin of Error","Columbia County, Georgia!!Percent","Columbia County, Georgia!!Percent Margin of Error","Coweta County, Georgia!!Estimate","Coweta County, Georgia!!Margin of Error","Coweta County, Georgia!!Percent","Coweta County, Georgia!!Percent Margin of Error","DeKalb County, Georgia!!Estimate","DeKalb County, Georgia!!Margin of Error","DeKalb County, Georgia!!Percent","DeKalb County, Georgia!!Percent Margin of Error","Dougherty County, Georgia!!Estimate","Dougherty County, Georgia!!Margin of Error","Dougherty County, Georgia!!Percent","Dougherty County, Georgia!!Percent Margin of Error","Douglas County, Georgia!!Estimate","Douglas County, Georgia!!Margin of Error","Douglas County, Georgia!!Percent","Douglas County, Georgia!!Percent Margin of Error","Effingham County, Georgia!!Estimate","Effingham County, Georgia!!Margin of Error","Effingham County, Georgia!!Percent","Effingham County, Georgia!!Percent Margin of Error","Fayette County, Georgia!!Estimate","Fayette County, Georgia!!Margin of Error","Fayette County, Georgia!!Percent","Fayette County, Georgia!!Percent Margin of Error","Floyd County, Georgia!!Estimate","Floyd County, Georgia!!Margin of Error","Floyd County, Georgia!!Percent","Floyd County, Georgia!!Percent Margin of Error","Forsyth County, Georgia!!Estimate","Forsyth County, Georgia!!Margin of Error","Forsyth County, Georgia!!Percent","Forsyth County, Georgia!!Percent Margin of Error","Fulton County, Georgia!!Estimate","Fulton County, Georgia!!Margin of Error","Fulton County, Georgia!!Percent","Fulton County, Georgia!!Percent Margin of Error","Glynn County, Georgia!!Estimate","Glynn County, Georgia!!Margin of Error","Glynn County, Georgia!!Percent","Glynn County, Georgia!!Percent Margin of Error","Gwinnett County, Georgia!!Estimate","Gwinnett County, Georgia!!Margin of Error","Gwinnett County, Georgia!!Percent","Gwinnett County, Georgia!!Percent Margin of Error","Hall County, Georgia!!Estimate","Hall County, Georgia!!Margin of Error","Hall County, Georgia!!Percent","Hall County, Georgia!!Percent Margin of Error","Henry County, Georgia!!Estimate","Henry County, Georgia!!Margin of Error","Henry County, Georgia!!Percent","Henry County, Georgia!!Percent Margin of Error","Houston County, Georgia!!Estimate","Houston County, Georgia!!Margin of Error","Houston County, Georgia!!Percent","Houston County, Georgia!!Percent Margin of Error","Jackson County, Georgia!!Estimate","Jackson County, Georgia!!Margin of Error","Jackson County, Georgia!!Percent","Jackson County, Georgia!!Percent Margin of Error","Liberty County, Georgia!!Estimate","Liberty County, Georgia!!Margin of Error","Liberty County, Georgia!!Percent","Liberty County, Georgia!!Percent Margin of Error","Lowndes County, Georgia!!Estimate","Lowndes County, Georgia!!Margin of Error","Lowndes County, Georgia!!Percent","Lowndes County, Georgia!!Percent Margin of Error","Muscogee County, Georgia!!Estimate","Muscogee County, Georgia!!Margin of Error","Muscogee County, Georgia!!Percent","Muscogee County, Georgia!!Percent Margin of Error","Newton County, Georgia!!Estimate","Newton County, Georgia!!Margin of Error","Newton County, Georgia!!Percent","Newton County, Georgia!!Percent Margin of Error","Paulding County, Georgia!!Estimate","Paulding County, Georgia!!Margin of Error","Paulding County, Georgia!!Percent","Paulding County, Georgia!!Percent Margin of Error","Richmond County, Georgia!!Estimate","Richmond County, Georgia!!Margin of Error","Richmond County, Georgia!!Percent","Richmond County, Georgia!!Percent Margin of Error","Rockdale County, Georgia!!Estimate","Rockdale County, Georgia!!Margin of Error","Rockdale County, Georgia!!Percent","Rockdale County, Georgia!!Percent Margin of Error","Spalding County, Georgia!!Estimate","Spalding County, Georgia!!Margin of Error","Spalding County, Georgia!!Percent","Spalding County, Georgia!!Percent Margin of Error","Troup County, Georgia!!Estimate","Troup County, Georgia!!Margin of Error","Troup County, Georgia!!Percent","Troup County, Georgia!!Percent Margin of Error","Walker County, Georgia!!Estimate","Walker County, Georgia!!Margin of Error","Walker County, Georgia!!Percent","Walker County, Georgia!!Percent Margin of Error","Walton County, Georgia!!Estimate","Walton County, Georgia!!Margin of Error","Walton County, Georgia!!Percent","Walton County, Georgia!!Percent Margin of Error","Whitfield County, Georgia!!Estimate","Whitfield County, Georgia!!Margin of Error","Whitfield County, Georgia!!Percent","Whitfield County, Georgia!!Percent Margin of Error"
            Sex ratio (males per 100 females),96.1,±0.1,(X),(X),92.2,±0.2,(X),(X),96.0,±1.4,(X),(X),96.5,±1.5,(X),(X),81.8,±1.2,(X),(X),93.8,±3.7,(X),(X),89.8,±1.2,(X),(X),90.6,±3.2,(X),(X),87.7,±0.7,(X),(X),96.3,±0.3,(X),(X),86.7,±1.2,(X),(X),84.2,±0.2,(X),(X),93.0,*****,(X),(X),92.7,±1.5,(X),(X),93.9,±2.3,(X),(X),86.8,±0.1,(X),(X),79.2,±1.7,(X),(X),86.4,±1.0,(X),(X),99.1,±2.2,(X),(X),90.9,±1.6,(X),(X),89.3,±1.0,(X),(X),96.6,±1.2,(X),(X),91.7,±0.1,(X),(X),87.9,±3.1,(X),(X),94.2,±0.1,(X),(X),98.0,±0.6,(X),(X),85.3,±0.2,(X),(X),89.8,±1.1,(X),(X),94.4,±1.6,(X),(X),103.2,±4.0,(X),(X),87.1,±1.2,(X),(X),87.2,±1.2,(X),(X),84.0,±1.7,(X),(X),92.2,±1.9,(X),(X),89.2,±0.9,(X),(X),83.9,±2.3,(X),(X),86.5,±1.5,(X),(X),85.5,±1.8,(X),(X),90.7,±2.2,(X),(X),94.1,±2.1,(X),(X),100.4,±0.8,(X),(X)
        65 years and over,"61,245,283","±24,867","61,245,283",(X),"1,765,603","±5,455","1,765,603",(X),"13,278",±673,"13,278",(X),"17,599",±777,"17,599",(X),"26,565",±342,"26,565",(X),"11,230",±574,"11,230",(X),"18,632",±305,"18,632",(X),"13,608",±434,"13,608",(X),"53,753",±403,"53,753",(X),"49,630",±812,"49,630",(X),"17,259",±660,"17,259",(X),"35,051","±1,598","35,051",(X),"114,267",±220,"114,267",(X),"27,686","±1,060","27,686",(X),"25,338",±699,"25,338",(X),"112,767",±889,"112,767",(X),"15,027",±200,"15,027",(X),"20,074",±530,"20,074",(X),"9,626",±421,"9,626",(X),"26,403",±521,"26,403",(X),"16,975",±632,"16,975",(X),"36,685","±1,033","36,685",(X),"146,945",±248,"146,945",(X),"20,847",±639,"20,847",(X),"121,809",±197,"121,809",(X),"37,561",±893,"37,561",(X),"33,701",±476,"33,701",(X),"25,521",±572,"25,521",(X),"13,867",±805,"13,867",(X),"7,318",±269,"7,318",(X),"17,166",±739,"17,166",(X),"31,840",±753,"31,840",(X),"16,588",±231,"16,588",(X),"23,693",±629,"23,693",(X),"33,135",±618,"33,135",(X),"16,637","±1,028","16,637",(X),"14,075",±268,"14,075",(X),"11,842",±639,"11,842",(X),"14,510",±853,"14,510",(X),"18,853",±856,"18,853",(X),"15,943",±949,"15,943",(X)
            Male,"27,683,311","±15,483",45.2%,±0.1,"776,166","±3,609",44.0%,±0.1,"5,761",±337,43.4%,±2.6,"7,816",±433,44.4%,±1.5,"10,884",±46,41.0%,±0.6,"5,034",±369,44.8%,±1.9,"8,210",±161,44.1%,±0.9,"5,682",±180,41.8%,±1.9,"23,680",±352,44.1%,±0.5,"22,705",±689,45.7%,±0.7,"6,894",±176,39.9%,±1.4,"15,159","±1,018",43.2%,±1.6,"50,294",±139,44.0%,±0.1,"12,245",±357,44.2%,±1.9,"11,119",±226,43.9%,±1.2,"46,638",±970,41.4%,±0.5,"6,423",±186,42.7%,±0.8,"8,738",±261,43.5%,±0.9,"4,464",±444,46.4%,±2.8,"11,939",±329,45.2%,±1.1,"7,511",±330,44.2%,±1.8,"16,004",±386,43.6%,±1.1,"62,837",±93,42.8%,±0.1,"9,262",±647,44.4%,±1.9,"54,672",±120,44.9%,±0.1,"17,383",±860,46.3%,±1.3,"14,690",±389,43.6%,±0.8,"11,148",±204,43.7%,±0.9,"6,128",±304,44.2%,±1.1,"3,302",±152,45.1%,±1.6,"7,094",±148,41.3%,±1.7,"13,009",±447,40.9%,±1.3,"6,943",±36,41.9%,±0.6,"10,363",±465,43.7%,±1.4,"14,042",±352,42.4%,±0.6,"7,287",±454,43.8%,±1.8,"6,165",±240,43.8%,±1.5,"5,259",±575,44.4%,±2.6,"6,566",±503,45.3%,±1.8,"7,846",±610,41.6%,±2.1,"7,210",±492,45.2%,±2.0
            Female,"33,561,972","±16,234",54.8%,±0.1,"989,437","±3,270",56.0%,±0.1,"7,517",±617,56.6%,±2.6,"9,783",±499,55.6%,±1.5,"15,681",±346,59.0%,±0.6,"6,196",±338,55.2%,±1.9,"10,422",±277,55.9%,±0.9,"7,926",±468,58.2%,±1.9,"30,073",±346,55.9%,±0.5,"26,925",±272,54.3%,±0.7,"10,365",±606,60.1%,±1.4,"19,892",±924,56.8%,±1.6,"63,973",±139,56.0%,±0.1,"15,441","±1,034",55.8%,±1.9,"14,219",±654,56.1%,±1.2,"66,129",±183,58.6%,±0.5,"8,604",±101,57.3%,±0.8,"11,336",±371,56.5%,±0.9,"5,162",±167,53.6%,±2.8,"14,464",±464,54.8%,±1.1,"9,464",±548,55.8%,±1.8,"20,681",±870,56.4%,±1.1,"84,108",±241,57.2%,±0.1,"11,585",±252,55.6%,±1.9,"67,137",±143,55.1%,±0.1,"20,178",±315,53.7%,±1.3,"19,011",±319,56.4%,±0.8,"14,373",±514,56.3%,±0.9,"7,739",±548,55.8%,±1.1,"4,016",±201,54.9%,±1.6,"10,072",±698,58.7%,±1.7,"18,831",±690,59.1%,±1.3,"9,645",±225,58.1%,±0.6,"13,330",±430,56.3%,±1.4,"19,093",±398,57.6%,±0.6,"9,350",±732,56.2%,±1.8,"7,910",±254,56.2%,±1.5,"6,583",±137,55.6%,±2.6,"7,944",±495,54.7%,±1.8,"11,007",±520,58.4%,±2.1,"8,733",±655,54.8%,±2.0
            Sex ratio (males per 100 females),82.5,±0.1,(X),(X),78.4,±0.4,(X),(X),76.6,±8.0,(X),(X),79.9,±4.7,(X),(X),69.4,±1.6,(X),(X),81.2,±6.2,(X),(X),78.8,±2.7,(X),(X),71.7,±5.5,(X),(X),78.7,±1.7,(X),(X),84.3,±2.4,(X),(X),66.5,±4.0,(X),(X),76.2,±5.1,(X),(X),78.6,±0.2,(X),(X),79.3,±6.0,(X),(X),78.2,±3.9,(X),(X),70.5,±1.6,(X),(X),74.7,±2.4,(X),(X),77.1,±2.7,(X),(X),86.5,±9.9,(X),(X),82.5,±3.8,(X),(X),79.4,±5.8,(X),(X),77.4,±3.4,(X),(X),74.7,±0.3,(X),(X),79.9,±6.2,(X),(X),81.4,±0.2,(X),(X),86.1,±4.6,(X),(X),77.3,±2.5,(X),(X),77.6,±3.0,(X),(X),79.2,±3.7,(X),(X),82.2,±5.2,(X),(X),70.4,±4.8,(X),(X),69.1,±3.8,(X),(X),72.0,±1.7,(X),(X),77.7,±4.3,(X),(X),73.5,±1.9,(X),(X),77.9,±5.7,(X),(X),77.9,±4.7,(X),(X),79.9,±8.3,(X),(X),82.7,±6.0,(X),(X),71.3,±6.1,(X),(X),82.6,±6.7,(X),(X)
RACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Total population,"340,110,990",*****,"340,110,990",(X),"11,180,878",*****,"11,180,878",(X),"96,294",*****,"96,294",(X),"117,508",*****,"117,508",(X),"157,056",*****,"157,056",(X),"85,454",*****,"85,454",(X),"129,911",*****,"129,911",(X),"68,940",*****,"68,940",(X),"307,336",*****,"307,336",(X),"293,513",*****,"293,513",(X),"129,995",*****,"129,995",(X),"297,703",*****,"297,703",(X),"787,538",*****,"787,538",(X),"167,472",*****,"167,472",(X),"158,233",*****,"158,233",(X),"770,307",*****,"770,307",(X),"82,418",*****,"82,418",(X),"151,887",*****,"151,887",(X),"73,148",*****,"73,148",(X),"125,107",*****,"125,107",(X),"101,390",*****,"101,390",(X),"280,096",*****,"280,096",(X),"1,090,354",*****,"1,090,354",(X),"86,540",*****,"86,540",(X),"1,003,869",*****,"1,003,869",(X),"221,745",*****,"221,745",(X),"259,315",*****,"259,315",(X),"174,897",*****,"174,897",(X),"93,825",*****,"93,825",(X),"68,607",*****,"68,607",(X),"122,082",*****,"122,082",(X),"201,830",*****,"201,830",(X),"124,010",*****,"124,010",(X),"188,549",*****,"188,549",(X),"206,303",*****,"206,303",(X),"97,610",*****,"97,610",(X),"70,292",*****,"70,292",(X),"71,513",*****,"71,513",(X),"69,340",*****,"69,340",(X),"109,792",*****,"109,792",(X),"105,070",*****,"105,070",(X)
        One race,"295,167,740","±197,810",86.8%,±0.1,"10,204,543","±29,338",91.3%,±0.3,"83,765","±2,295",87.0%,±2.4,"106,677","±2,808",90.8%,±2.4,"148,963","±2,778",94.8%,±1.8,"81,010","±1,868",94.8%,±2.2,"114,801","±2,866",88.4%,±2.2,"65,064","±1,015",94.4%,±1.5,"286,341","±3,536",93.2%,±1.2,"265,772","±5,171",90.5%,±1.8,"117,943","±3,366",90.7%,±2.6,"269,120","±6,645",90.4%,±2.2,"715,206","±6,158",90.8%,±0.8,"154,667","±3,137",92.4%,±1.9,"147,279","±2,869",93.1%,±1.8,"699,561","±8,198",90.8%,±1.1,"78,662","±1,747",95.4%,±2.1,"138,650","±3,515",91.3%,±2.3,"68,417","±1,736",93.5%,±2.4,"117,107","±1,952",93.6%,±1.6,"95,856","±1,849",94.5%,±1.8,"253,690","±3,938",90.6%,±1.4,"989,708","±9,295",90.8%,±0.9,"80,744","±1,969",93.3%,±2.3,"880,226","±10,524",87.7%,±1.0,"183,155","±5,786",82.6%,±2.6,"237,837","±4,625",91.7%,±1.8,"161,154","±3,940",92.1%,±2.3,"84,279","±2,658",89.8%,±2.8,"56,211","±3,198",81.9%,±4.7,"113,777","±2,114",93.2%,±1.7,"187,258","±3,283",92.8%,±1.6,"116,471","±2,742",93.9%,±2.2,"169,614","±5,380",90.0%,±2.9,"192,188","±2,682",93.2%,±1.3,"89,088","±2,779",91.3%,±2.8,"65,587","±1,963",93.3%,±2.8,"66,950","±1,905",93.6%,±2.7,"65,275",±821,94.1%,±1.2,"100,926","±2,983",91.9%,±2.7,"90,279","±3,092",85.9%,±2.9
        Two or More Races,"44,943,250","±197,808",13.2%,±0.1,"976,335","±29,338",8.7%,±0.3,"12,529","±2,295",13.0%,±2.4,"10,831","±2,808",9.2%,±2.4,"8,093","±2,778",5.2%,±1.8,"4,444","±1,868",5.2%,±2.2,"15,110","±2,866",11.6%,±2.2,"3,876","±1,015",5.6%,±1.5,"20,995","±3,536",6.8%,±1.2,"27,741","±5,171",9.5%,±1.8,"12,052","±3,366",9.3%,±2.6,"28,583","±6,645",9.6%,±2.2,"72,332","±6,158",9.2%,±0.8,"12,805","±3,137",7.6%,±1.9,"10,954","±2,869",6.9%,±1.8,"70,746","±8,198",9.2%,±1.1,"3,756","±1,747",4.6%,±2.1,"13,237","±3,515",8.7%,±2.3,"4,731","±1,736",6.5%,±2.4,"8,000","±1,952",6.4%,±1.6,"5,534","±1,849",5.5%,±1.8,"26,406","±3,938",9.4%,±1.4,"100,646","±9,295",9.2%,±0.9,"5,796","±1,969",6.7%,±2.3,"123,643","±10,524",12.3%,±1.0,"38,590","±5,786",17.4%,±2.6,"21,478","±4,625",8.3%,±1.8,"13,743","±3,940",7.9%,±2.3,"9,546","±2,658",10.2%,±2.8,"12,396","±3,198",18.1%,±4.7,"8,305","±2,114",6.8%,±1.7,"14,572","±3,283",7.2%,±1.6,"7,539","±2,742",6.1%,±2.2,"18,935","±5,380",10.0%,±2.9,"14,115","±2,682",6.8%,±1.3,"8,522","±2,779",8.7%,±2.8,"4,705","±1,963",6.7%,±2.8,"4,563","±1,905",6.4%,±2.7,"4,065",±821,5.9%,±1.2,"8,866","±2,983",8.1%,±2.7,"14,791","±3,092",14.1%,±2.9
        One race,"295,167,740","±197,810",86.8%,±0.1,"10,204,543","±29,338",91.3%,±0.3,"83,765","±2,295",87.0%,±2.4,"106,677","±2,808",90.8%,±2.4,"148,963","±2,778",94.8%,±1.8,"81,010","±1,868",94.8%,±2.2,"114,801","±2,866",88.4%,±2.2,"65,064","±1,015",94.4%,±1.5,"286,341","±3,536",93.2%,±1.2,"265,772","±5,171",90.5%,±1.8,"117,943","±3,366",90.7%,±2.6,"269,120","±6,645",90.4%,±2.2,"715,206","±6,158",90.8%,±0.8,"154,667","±3,137",92.4%,±1.9,"147,279","±2,869",93.1%,±1.8,"699,561","±8,198",90.8%,±1.1,"78,662","±1,747",95.4%,±2.1,"138,650","±3,515",91.3%,±2.3,"68,417","±1,736",93.5%,±2.4,"117,107","±1,952",93.6%,±1.6,"95,856","±1,849",94.5%,±1.8,"253,690","±3,938",90.6%,±1.4,"989,708","±9,295",90.8%,±0.9,"80,744","±1,969",93.3%,±2.3,"880,226","±10,524",87.7%,±1.0,"183,155","±5,786",82.6%,±2.6,"237,837","±4,625",91.7%,±1.8,"161,154","±3,940",92.1%,±2.3,"84,279","±2,658",89.8%,±2.8,"56,211","±3,198",81.9%,±4.7,"113,777","±2,114",93.2%,±1.7,"187,258","±3,283",92.8%,±1.6,"116,471","±2,742",93.9%,±2.2,"169,614","±5,380",90.0%,±2.9,"192,188","±2,682",93.2%,±1.3,"89,088","±2,779",91.3%,±2.8,"65,587","±1,963",93.3%,±2.8,"66,950","±1,905",93.6%,±2.7,"65,275",±821,94.1%,±1.2,"100,926","±2,983",91.9%,±2.7,"90,279","±3,092",85.9%,±2.9
            White,"203,349,963","±126,334",59.8%,±0.1,"5,571,578","±19,884",49.8%,±0.2,"58,642","±1,149",60.9%,±1.2,"86,834","±2,003",73.9%,±1.7,"54,297",±889,34.6%,±0.6,"52,889",±619,61.9%,±0.7,"87,017","±1,546",67.0%,±1.2,"60,375",±208,87.6%,±0.3,"147,173","±2,225",47.9%,±0.7,"221,111","±3,166",75.3%,±1.1,"76,033","±3,003",58.5%,±2.3,"27,539","±3,577",9.3%,±1.2,"380,756","±5,295",48.3%,±0.7,"104,463","±1,955",62.4%,±1.2,"105,541","±1,310",66.7%,±0.8,"219,155","±3,385",28.5%,±0.4,"18,273",±265,22.2%,±0.3,"46,797","±2,474",30.8%,±1.6,"53,366","±1,527",73.0%,±2.1,"68,255","±2,209",54.6%,±1.8,"69,091",±680,68.1%,±0.7,"169,169","±3,049",60.4%,±1.1,"411,333","±4,890",37.7%,±0.4,"54,583","±1,534",63.1%,±1.8,"311,793","±6,820",31.1%,±0.7,"139,989","±4,001",63.1%,±1.8,"77,231","±1,681",29.8%,±0.6,"89,024","±2,865",50.9%,±1.6,"70,171","±1,353",74.8%,±1.4,"23,669","±2,174",34.5%,±3.2,"62,269","±1,697",51.0%,±1.4,"73,930","±1,107",36.6%,±0.5,"47,739","±1,826",38.5%,±1.5,"107,786","±2,959",57.2%,±1.6,"64,982","±1,490",31.5%,±0.7,"24,839","±2,286",25.4%,±2.3,"37,106",±949,52.8%,±1.3,"38,695",±770,54.1%,±1.1,"61,875",±553,89.2%,±0.8,"72,570","±1,593",66.1%,±1.5,"60,181","±1,740",57.3%,±1.7
                Egyptian,"328,449","±21,597",0.1%,±0.1,"3,956","±1,872",0.0%,±0.1,229,±442,0.2%,±0.5,0,±232,0.0%,±0.2,0,±232,0.0%,±0.1,0,±232,0.0%,±0.3,0,±232,0.0%,±0.2,0,±232,0.0%,±0.3,0,±232,0.0%,±0.1,0,±232,0.0%,±0.1,289,±298,0.2%,±0.2,0,±232,0.0%,±0.1,234,±285,0.0%,±0.1,240,±240,0.1%,±0.1,0,±232,0.0%,±0.1,400,±368,0.1%,±0.1,0,±232,0.0%,±0.3,0,±232,0.0%,±0.1,0,±232,0.0%,±0.3,231,±393,0.2%,±0.3,0,±232,0.0%,±0.2,0,±232,0.0%,±0.1,916,"±1,155",0.1%,±0.1,0,±232,0.0%,±0.3,757,±731,0.1%,±0.1,214,±364,0.1%,±0.2,0,±232,0.0%,±0.1,0,±232,0.0%,±0.1,18,±32,0.0%,±0.1,0,±232,0.0%,±0.3,0,±232,0.0%,±0.2,0,±232,0.0%,±0.1,77,±126,0.1%,±0.1,0,±232,0.0%,±0.1,54,±93,0.0%,±0.1,0,±232,0.0%,±0.2,0,±232,0.0%,±0.3,0,±232,0.0%,±0.3,0,±232,0.0%,±0.3,0,±232,0.0%,±0.2,0,±232,0.0%,±0.2
                English,"27,556,362","±203,374",8.1%,±0.1,"1,245,225","±32,969",11.1%,±0.3,"11,187","±2,746",11.6%,±2.9,"17,602","±3,618",15.0%,±3.1,"15,448","±2,779",9.8%,±1.8,"8,654","±2,392",10.1%,±2.8,"19,900","±3,271",15.3%,±2.5,"21,703","±3,760",31.5%,±5.5,"27,526","±3,896",9.0%,±1.3,"41,956","±5,225",14.3%,±1.8,"14,672","±3,004",11.3%,±2.3,"5,703","±1,953",1.9%,±0.7,"81,236","±5,929",10.3%,±0.8,"17,650","±3,973",10.5%,±2.4,"22,089","±4,339",14.0%,±2.7,"33,686","±3,583",4.4%,±0.5,"2,995",±913,3.6%,±1.1,"12,927","±3,208",8.5%,±2.1,"10,239","±2,949",14.0%,±4.0,"13,730","±3,583",11.0%,±2.9,"27,398","±4,156",27.0%,±4.1,"34,340","±4,549",12.3%,±1.6,"73,965","±5,829",6.8%,±0.5,"12,698","±2,411",14.7%,±2.8,"57,755","±6,505",5.8%,±0.6,"33,747","±4,800",15.2%,±2.2,"15,221","±2,890",5.9%,±1.1,"17,048","±3,609",9.7%,±2.1,"14,468","±3,199",15.4%,±3.4,"5,361","±1,653",7.8%,±2.4,"15,994","±3,364",13.1%,±2.8,"20,135","±2,916",10.0%,±1.4,"12,859","±3,375",10.4%,±2.7,"22,341","±3,849",11.8%,±2.0,"11,675","±2,313",5.7%,±1.1,"4,104","±1,406",4.2%,±1.4,"8,883","±1,845",12.6%,±2.6,"8,941","±2,275",12.5%,±3.2,"20,168","±3,636",29.1%,±5.2,"16,297","±3,375",14.8%,±3.1,"16,188","±3,680",15.4%,±3.5
                German,"16,935,444","±93,585",5.0%,±0.1,"280,903","±12,815",2.5%,±0.1,"3,290","±1,047",3.4%,±1.1,"2,966","±1,244",2.5%,±1.1,"1,201",±575,0.8%,±0.4,"2,140",±897,2.5%,±1.0,"4,189","±2,019",3.2%,±1.6,"3,018","±1,009",4.4%,±1.5,"7,867","±1,732",2.6%,±0.6,"10,644","±1,833",3.6%,±0.6,"2,828",±939,2.2%,±0.7,767,±631,0.3%,±0.2,"22,564","±4,926",2.9%,±0.6,"6,232","±2,250",3.7%,±1.3,"5,532","±1,564",3.5%,±1.0,"14,216","±2,600",1.8%,±0.3,807,±423,1.0%,±0.5,"1,085",±490,0.7%,±0.3,"3,067","±1,178",4.2%,±1.6,"5,736","±1,824",4.6%,±1.5,"4,193","±2,020",4.1%,±2.0,"11,298","±3,191",4.0%,±1.1,"26,426","±3,738",2.4%,±0.3,"5,328","±1,915",6.2%,±2.2,"20,202","±2,951",2.0%,±0.3,"5,330","±1,419",2.4%,±0.6,"3,077",±880,1.2%,±0.3,"2,998","±1,338",1.7%,±0.8,"3,216",±969,3.4%,±1.0,"1,803",±632,2.6%,±0.9,"4,594","±1,529",3.8%,±1.3,"7,622","±2,393",3.8%,±1.2,944,±528,0.8%,±0.4,"4,176","±1,475",2.2%,±0.8,"4,911","±2,042",2.4%,±1.0,"1,392",±693,1.4%,±0.7,332,±282,0.5%,±0.4,"2,182","±1,121",3.1%,±1.6,"2,589","±1,567",3.7%,±2.3,"2,761","±1,055",2.5%,±1.0,855,±450,0.8%,±0.4
                Irish,"11,927,375","±66,682",3.5%,±0.1,"342,952","±14,419",3.1%,±0.1,"2,152",±873,2.2%,±0.9,"4,004","±1,280",3.4%,±1.1,"3,696","±1,090",2.4%,±0.7,"2,747","±1,002",3.2%,±1.2,"5,293","±1,346",4.1%,±1.0,"2,428",±949,3.5%,±1.4,"10,975","±2,104",3.6%,±0.7,"14,238","±2,507",4.9%,±0.9,"4,732","±1,505",3.6%,±1.2,"2,372","±1,048",0.8%,±0.4,"23,527","±3,740",3.0%,±0.5,"5,234","±1,651",3.1%,±1.0,"5,771","±2,082",3.6%,±1.3,"13,013","±2,152",1.7%,±0.3,964,±483,1.2%,±0.6,"1,072",±690,0.7%,±0.5,"2,171",±761,3.0%,±1.0,"5,003","±1,571",4.0%,±1.3,"7,522","±2,513",7.4%,±2.5,"10,283","±2,738",3.7%,±1.0,"28,266","±3,710",2.6%,±0.3,"3,649","±1,604",4.2%,±1.9,"18,351","±2,732",1.8%,±0.3,"5,773","±1,781",2.6%,±0.8,"5,651","±1,829",2.2%,±0.7,"4,593","±1,674",2.6%,±1.0,"2,822","±1,053",3.0%,±1.1,"1,404",±726,2.0%,±1.1,"4,632","±1,660",3.8%,±1.4,"6,046","±1,512",3.0%,±0.7,"3,938","±1,407",3.2%,±1.1,"6,864","±1,841",3.6%,±1.0,"3,636","±1,651",1.8%,±0.8,"2,765","±1,302",2.8%,±1.3,"4,237","±1,731",6.0%,±2.5,"2,575","±1,320",3.6%,±1.8,"4,273","±1,934",6.2%,±2.8,"6,442","±2,390",5.9%,±2.2,"6,518","±2,654",6.2%,±2.5
